gene_id,gene_name
50484,RP11-458F8.4
50485,RP11-166O4.6
50486,LINC01372
50487,RP11-358M3.1
50488,RP5-945F2.3
50489,RP11-3P22.2
50490,RP5-942I16.1
50491,WBSCR17
50492,RP11-313P13.5
50493,WBSCR22
50494,WBSCR27
50495,RP5-1186P10.2
50496,GATSL2
50497,WBSCR16
50498,AC004878.2
50499,AC004878.8
50500,AC007078.4
50501,AC005522.7
50502,AC073635.5
50503,RP5-899E9.1
50504,RP5-1093G23.1
50505,AC004862.6
50506,AC010091.1
50507,AC006145.4
50508,AC005076.5
50509,CTB-167B5.1
50510,AC003991.3
50511,AC002127.4
50512,C7orf62
50513,AC002383.2
50514,RP5-1121E10.2
50515,AC002064.4
50516,AC002064.5
50517,AC002456.2
50518,RP11-115N4.1
50519,RP11-142A5.1
50520,CTB-111F10.1
50521,AC007566.10
50522,AC006378.2
50523,AC002429.5
50524,GS1-293C5.1
50525,AC002451.3
50526,SHFM1
50527,RP11-307C18.1
50528,AC004893.11
50529,ATP5J2-PTCD1
50530,ATP5J2
50531,GS1-259H13.13
50532,GS1-259H13.2
50533,CYP3A7-CYP3A51P
50534,RP11-757A13.1
50535,RP4-604G5.1
50536,RP11-506M12.1
50537,AC073842.19
50538,C7orf43
50539,GATS
50540,RP11-758P17.3
50541,RP11-126L15.4
50542,RP11-395B7.4
50543,CTA-339C12.1
50544,RP11-514P8.2
50545,RP11-514P8.6
50546,UPK3BL
50547,RP11-577H5.5
50548,CTB-107G13.1
50549,RP11-325F22.2
50550,CTB-152G17.6
50551,RP4-778K6.3
50552,RP11-251G23.5
50553,RP11-22N19.2
50554,CTB-30L5.1
50555,CTA-363E19.2
50556,RP4-593H12.1
50557,AC002467.7
50558,CTB-13F3.1
50559,AC003088.1
50560,AC004112.4
50561,AC002463.3
50562,C7orf60
50563,LINC00998
50564,AC073626.2
50565,AC073130.3
50566,AC006159.5
50567,AC006159.4
50568,AC106873.4
50569,RP11-328J2.1
50570,RP11-560I19.1
50571,RP5-1101C3.1
50572,RP11-390E23.6
50573,RP4-630C24.3
50574,RP5-921G16.1
50575,RP11-264K23.1
50576,RP5-921G16.2
50577,RP11-3B12.5
50578,RP11-3B12.2
50579,RP11-3B12.3
50580,RP11-212P7.2
50581,RP11-274B21.10
50582,RP11-274B21.9
50583,RP11-309L24.2
50584,RP11-309L24.4
50585,RP11-309L24.10
50586,RP11-286H14.8
50587,RP11-448A19.1
50588,RP11-306G20.1
50589,RP11-775D22.2
50590,RP11-775D22.3
50591,RP11-2E11.6
50592,RP11-2E11.9
50593,RP11-36B6.1
50594,RP11-138A9.1
50595,RP11-138A9.2
50596,RP11-180C16.1
50597,AC009518.4
50598,AC018643.4
50599,FLJ40288
50600,AC009518.8
50601,RP11-38M8.1
50602,C7orf49
50603,RP11-134L10.1
50604,AC009542.2
50605,C7orf73
50606,RP11-644N4.1
50607,AC009784.3
50608,AC078842.4
50609,AC078842.3
50610,AC090498.1
50611,AC022173.2
50612,C7orf55
50613,RP11-634H22.1
50614,JHDM1D-AS1
50615,RP5-842K16.1
50616,RP11-744I24.2
50617,RP5-894A10.2
50618,KIAA1147
50619,RP11-114L10.2
50620,RP11-556I13.2
50621,AC073342.12
50622,RP11-563K23.1
50623,AC093673.5
50624,RP4-669B10.3
50625,RP4-545C24.1
50626,RP5-1136G13.2
50627,RP4-751H13.7
50628,RP11-445N20.3
50629,RP11-728K20.3
50630,RP11-728K20.2
50631,RP11-545G3.1
50632,RP4-584D14.5
50633,RP11-511P7.5
50634,RP11-148K1.10
50635,RP4-548D19.3
50636,RP5-1070G24.2
50637,RP5-981O7.2
50638,RP5-1048B16.1
50639,AC006019.4
50640,RP11-476H24.1
50641,RP11-5C23.1
50642,RP11-5C23.2
50643,AC008060.7
50644,AC073133.2
50645,AC073133.1
50646,AC005534.8
50647,AC006372.4
50648,AC005481.5
50649,AC011899.9
50650,RP13-465B17.4
50651,RP13-465B17.5
50652,RP11-309M23.1
50653,RP13-297E16.4
50654,RP11-706O15.1
50655,RP11-706O15.3
50656,RP11-706O15.5
50657,RP11-733O18.1
50658,RP11-1M18.1
50659,RP11-692P14.1
50660,RP6-1O2.1
50661,RP11-120D5.1
50662,GS1-590J6.3
50663,RP1-122K4.2
50664,RP1-122K4.3
50665,FIGF
50666,TMEM27
50667,RP11-431J24.2
50668,CXorf23
50669,RP11-494I9.2
50670,GS1-433O24.1
50671,RP13-314C10.5
50672,RP11-268G12.3
50673,RP11-268G12.1
50674,RP11-305F18.1
50675,RP11-545D19.1
50676,RP11-87M18.2
50677,RP5-972B16.2
50678,RP4-646N3.1
50679,RP11-265P11.1
50680,RP11-320G24.1
50681,RP5-1172N10.2
50682,RP1-154K9.2
50683,RP3-326I13.1
50684,CXorf36
50685,RP11-342D14.1
50686,RP6-99M1.3
50687,RP5-1158E12.3
50688,AF196972.9
50689,RP11-1148L6.9
50690,RP11-1148L6.5
50691,AF196970.3
50692,AC231657.1
50693,LL0XNC01-7P3.1
50694,RP11-348F1.3
50695,RP11-348F1.2
50696,CXorf67
50697,RP11-33H15.1
50698,RP11-258C19.7
50699,RP13-188A5.1
50700,RP11-431N15.2
50701,LINC01420
50702,RP11-445O16.3
50703,RP3-323P24.3
50704,NLRP2P
50705,RP6-159A1.4
50706,RP6-201G10.2
50707,RP5-1091N2.9
50708,ACRC
50709,RGAG4
50710,NAP1L6
50711,RP13-216E22.4
50712,KIAA2022
50713,FAM46D
50714,RP11-485F13.1
50715,RP11-524D16--A.3
50716,TMEM35
50717,RPL36A-HNRNPH2
50718,RP4-769N13.7
50719,LL0XNC01-237H1.2
50720,LL0XNC01-237H1.3
50721,WBP5
50722,NGFRAP1
50723,RP13-349O20.2
50724,LL0XNC01-250H12.3
50725,LL0XNC01-116E7.2
50726,RP11-722G7.1
50727,MUM1L1
50728,CXorf57
50729,RP6-191P20.4
50730,RP6-24A23.6
50731,RP6-24A23.3
50732,RGAG1
50733,LINC00890
50734,RP5-1139I1.1
50735,RP5-1139I1.2
50736,SEPT6
50737,RP13-192B19.2
50738,RP1-315G1.3
50739,RP1-30E17.2
50740,RP4-537K23.4
50741,RP1-274L7.1
50742,RP3-473B4.3
50743,FAM127C
50744,FAM127A
50745,FAM127B
50746,RP11-85L21.4
50747,DDX26B
50748,RP11-1114A5.4
50749,CDR1-AS
50750,RP11-298A8.2
50751,SPANXA1
50752,GS1-256O22.5
50753,TMEM257
50754,AF011889.5
50755,AF011889.2
50756,WI2-80269A6.1
50757,RP11-329E24.6
50758,RP11-635O16.2
50759,U82695.9
50760,FAM58A
50761,RP11-66N11.8
50762,U52111.14
50763,XX-FW83563B9.5
50764,CH17-340M24.3
50765,RP13-228J13.1
50766,RP5-855D21.1
50767,RP5-855D21.2
50768,RP11-91J19.3
50769,ERICH1-AS1
50770,CTD-2281E23.1
50771,CTD-2336O2.1
50772,RP11-439C15.4
50773,CH17-174L20.1
50774,RP11-378A12.1
50775,RP11-134O21.1
50776,GS1-57L11.1
50777,RP11-124B13.1
50778,RP11-115C21.2
50779,CTD-2541M15.3
50780,GS1-24F4.2
50781,SGK223
50782,CTA-398F10.2
50783,CTD-3023L14.1
50784,RP11-211C9.1
50785,RP11-10A14.3
50786,RP11-10A14.4
50787,RP11-10A14.5
50788,RP11-115J16.1
50789,RP11-115J16.2
50790,RP11-375N15.2
50791,RP11-1E4.1
50792,LINCR-0001
50793,RP11-981G7.6
50794,CTD-2135J3.4
50795,CTD-2135J3.3
50796,AF131215.8
50797,AF131216.6
50798,RP11-297N6.4
50799,AC145124.2
50800,RP11-351I21.11
50801,RP11-419I17.1
50802,KIAA1456
50803,RP11-10C8.2
50804,RP11-3G21.1
50805,RP11-13N12.2
50806,RP11-13N12.1
50807,RP11-468H14.2
50808,RP11-326L2.1
50809,RP11-156K13.1
50810,RP11-156K13.3
50811,CTD-2547L16.1
50812,RP11-161I2.1
50813,RP11-420B22.1
50814,RP11-1080G15.1
50815,RP11-1105O14.1
50816,AC100802.3
50817,RP11-563N12.2
50818,RP11-108E14.1
50819,RP11-421P23.2
50820,CTD-2530N21.4
50821,RP11-582J16.4
50822,RP11-582J16.5
50823,RP11-875O11.1
50824,RP11-875O11.2
50825,RP11-1149O23.4
50826,CTC-756D1.2
50827,RP11-175E9.1
50828,RP11-203E8.1
50829,RP11-624C23.1
50830,GS1-72M22.1
50831,CTD-2168K21.2
50832,CTD-2168K21.1
50833,RP11-395I14.2
50834,RP11-16P20.3
50835,RP11-597M17.1
50836,RP11-380I10.4
50837,RP11-181B11.2
50838,CTD-2647L4.1
50839,AC145110.1
50840,RP11-489E7.4
50841,RP11-51J9.5
50842,RP11-51J9.4
50843,RP11-51J9.6
50844,RP11-363L24.3
50845,RP11-566H8.3
50846,RP11-11N9.4
50847,RP11-722E23.2
50848,RP11-317N12.1
50849,RP1-273G13.3
50850,RP1-84O15.2
50851,RP11-431M3.2
50852,RP11-962G15.1
50853,RP11-150O12.4
50854,RP11-346L1.2
50855,RP11-863K10.2
50856,PROSC
50857,RP11-90P5.2
50858,WHSC1L1
50859,RP11-513D5.5
50860,RP11-513D5.2
50861,RP11-350N15.5
50862,RP11-350N15.3
50863,RP11-350N15.6
50864,RP11-350N15.4
50865,RP11-675F6.3
50866,RP11-675F6.4
50867,RP11-723D22.3
50868,CTD-2544N14.3
50869,CTD-2024D23.1
50870,RP11-44K6.3
50871,C8orf4
50872,RP11-360L9.4
50873,RP11-360L9.7
50874,RP11-360L9.8
50875,RP11-930P14.1
50876,RP11-589C21.6
50877,RP11-231D20.2
50878,RP11-503E24.2
50879,RP11-412B14.1
50880,RP11-1134I14.8
50881,RP11-770E5.1
50882,RP11-567J20.2
50883,RP11-567J20.1
50884,RP11-401H2.1
50885,RP11-11C20.3
50886,RP11-110G21.1
50887,RP11-546K22.3
50888,RP11-546K22.1
50889,RP11-162D9.3
50890,RP11-1081M5.2
50891,RP11-1081M5.1
50892,RP11-400K9.3
50893,RP11-400K9.4
50894,RP11-30L15.6
50895,RP11-386G21.1
50896,RP11-386G21.2
50897,RP11-628E19.2
50898,RP11-140I16.3
50899,RP11-17A4.2
50900,RP11-246K15.1
50901,RP11-388G22.1
50902,CTD-2339F6.1
50903,RP11-1112C15.2
50904,RP11-648L3.2
50905,RP11-25K19.1
50906,RP11-91I20.4
50907,AC022182.3
50908,RP11-787D18.2
50909,RP11-705O24.1
50910,RP11-577N1.1
50911,UG0898H09
50912,RP11-659E9.2
50913,RP11-659E9.4
50914,RP11-16E18.3
50915,CTD-3046C4.1
50916,RP11-32K4.1
50917,RP11-579E24.2
50918,RP11-1D12.2
50919,CTD-3025N20.3
50920,RP11-707M3.3
50921,AC084082.3
50922,C8orf46
50923,AC090154.1
50924,RP11-7F18.2
50925,RP11-396J6.1
50926,RP11-403D15.2
50927,RP11-865I6.2
50928,RP11-159H10.3
50929,RP11-326E22.1
50930,RP11-1102P16.1
50931,RP11-142A23.1
50932,RP11-531A24.3
50933,RP11-531A24.7
50934,RP11-531A24.5
50935,RP11-463D19.1
50936,RP11-463D19.2
50937,TCEB1
50938,RP11-6I2.3
50939,RP1-16A9.1
50940,CTD-2320G14.2
50941,RP11-730G20.1
50942,RP11-758M4.4
50943,RP11-697M17.2
50944,RP11-706J10.2
50945,RP11-48D4.2
50946,RP11-38H17.1
50947,RP11-79H23.3
50948,RP11-1114I9.1
50949,RP11-26J3.1
50950,RP11-26J3.4
50951,RP11-92K15.1
50952,RP11-941H19.3
50953,RP11-48B3.5
50954,RP11-48B3.3
50955,RP11-48B3.4
50956,RP11-172E10.1
50957,RP11-1149M10.1
50958,RP11-363E6.4
50959,RP11-363E6.3
50960,RP11-157I4.4
50961,RP13-923O23.6
50962,RP11-354A14.1
50963,RP11-99H20.1
50964,RP11-653B10.1
50965,RP11-731N10.1
50966,RP11-219B4.7
50967,C8orf59
50968,RP11-219B4.5
50969,CTA-392E5.1
50970,RP11-386D6.1
50971,RP11-386D6.2
50972,AF121898.3
50973,CTB-118P15.2
50974,RP11-586K2.1
50975,RP11-37B2.1
50976,AB015752.3
50977,RP11-68L18.1
50978,RP11-662G23.1
50979,TMEM55A
50980,GS1-251I9.3
50981,RP11-122C21.1
50982,GS1-5L10.1
50983,RP11-100L22.1
50984,CTD-3239E11.2
50985,RP11-388K12.2
50986,FAM92A1
50987,CTD-2006H14.2
50988,RP11-10N23.2
50989,RP11-10N23.5
50990,RP3-388N13.3
50991,RP3-388N13.5
50992,KB-1184D12.1
50993,KIAA1429
50994,RP11-267M23.3
50995,RP11-267M23.4
50996,RP11-22C11.2
50997,KB-1608C10.2
50998,RP11-347C18.5
50999,RP11-320N21.1
51000,RP11-320N21.2
51001,RP11-90D11.1
51002,KB-1043D8.6
51003,KB-1958F4.2
51004,KB-1208A12.3
51005,HRSP12
51006,KB-1458E12.1
51007,KB-1205A7.2
51008,RP11-44N12.2
51009,RP11-410L14.2
51010,CTD-2340D6.2
51011,RP11-402L5.1
51012,KB-1460A1.1
51013,KB-1460A1.5
51014,KB-1410C5.5
51015,KB-1930G5.4
51016,KB-1562D12.1
51017,KB-1107E3.1
51018,KB-431C1.5
51019,KB-1980E6.3
51020,KB-1732A1.1
51021,KB-1254G8.1
51022,KB-1507C5.4
51023,RP11-1C8.6
51024,RP11-1C8.7
51025,RP11-1C8.4
51026,RP11-574O7.1
51027,RP11-642D21.2
51028,RP11-152P17.3
51029,RP11-395G23.3
51030,RP11-649G15.2
51031,RP11-35G22.1
51032,RP11-790J24.1
51033,RP11-1084E5.1
51034,RP11-122A21.2
51035,RP11-422N16.3
51036,RP11-1101K5.1
51037,AF178030.2
51038,AC087350.1
51039,RP11-4K16.2
51040,NOV
51041,RP11-775B15.2
51042,KB-1471A8.1
51043,RP11-760H22.2
51044,RP11-713M15.1
51045,RP11-369K17.1
51046,RP11-3G20.1
51047,RP11-3G20.2
51048,RP11-785H20.1
51049,RP11-398G24.2
51050,RP11-557C18.3
51051,CTD-2552K11.2
51052,RP11-37N22.1
51053,RP11-383J24.1
51054,RP11-158K1.3
51055,RP11-532M24.1
51056,RP11-1082L8.3
51057,RP11-6D1.3
51058,KIAA0196
51059,KIAA0196-AS1
51060,RP11-550A5.2
51061,RP11-136O12.2
51062,RP11-103H7.1
51063,FAM84B
51064,RP11-89K10.1
51065,RP11-351C8.1
51066,PCAT2
51067,CCAT1
51068,CASC21
51069,LINC00976
51070,LINC00977
51071,RP11-473O4.5
51072,RP11-473O4.4
51073,RP11-473O4.3
51074,KB-1568E2.1
51075,RP11-737F9.1
51076,WISP1
51077,RP11-629O1.2
51078,CTD-2588J1.1
51079,RP11-157E21.1
51080,RP11-513H8.1
51081,NCRNA00250
51082,RP11-149P24.1
51083,RP11-30J20.1
51084,RP11-238K6.1
51085,RP11-238K6.2
51086,RP11-489O18.1
51087,RP11-284H18.1
51088,CTA-204B4.2
51089,AC105009.1
51090,RP11-809O17.1
51091,RP11-10J21.4
51092,RP11-10J21.3
51093,RP11-10J21.5
51094,CTD-3064M3.7
51095,RP13-467H17.1
51096,AP006547.3
51097,CTD-2292P10.4
51098,RP11-706C16.7
51099,RP11-273G15.2
51100,RP13-582O9.6
51101,RP13-582O9.7
51102,RP11-909N17.2
51103,RP11-661A12.5
51104,PYCRL
51105,RP11-429J17.2
51106,FAM83H-AS1
51107,RP11-429J17.7
51108,CTD-3065J16.9
51109,GS1-393G12.14
51110,CTD-2517M22.17
51111,CTD-2517M22.9
51112,RP5-1047A19.4
51113,WASH1
51114,XXyac-YRM2039.3
51115,C9orf66
51116,RP11-59O6.3
51117,RP11-165F24.3
51118,RP11-130C19.3
51119,RP11-264I13.2
51120,RP11-509J21.2
51121,RP11-509J21.4
51122,RP11-252M18.3
51123,RP11-358M14.2
51124,CDC37L1-AS1
51125,RP11-12D24.10
51126,RP11-574F11.3
51127,RP11-207C16.4
51128,RP11-307L3.4
51129,RP11-390F4.6
51130,RP11-390F4.10
51131,RP11-390F4.3
51132,TMEM261
51133,RP11-75C9.2
51134,RP11-527D15.1
51135,RP11-120J1.1
51136,RP11-408A13.3
51137,RP11-408A13.4
51138,RP11-183I6.2
51139,RP11-62F24.2
51140,RP11-132E11.2
51141,RP11-570H19.2
51142,RP11-146N23.4
51143,RP11-513M16.7
51144,RP11-513M16.8
51145,RP11-378I6.1
51146,RP11-145E5.5
51147,RP11-70L8.4
51148,RP11-321L2.1
51149,RP11-80I3.1
51150,RP11-18A15.1
51151,RP11-56F10.3
51152,RP11-298E2.2
51153,TOPORS-AS1
51154,GVQW1
51155,RP11-555J4.4
51156,RP11-555J4.3
51157,RP11-384P7.7
51158,RP11-537H15.3
51159,KIAA1161
51160,RP11-195F19.5
51161,RP11-195F19.9
51162,DNAJB5-AS1
51163,RP11-182N22.8
51164,RP11-112J3.16
51165,LINC00950
51166,LINC00961
51167,RP11-327L3.3
51168,RP11-220I1.5
51169,EBLN3
51170,RP11-613M10.6
51171,RP11-613M10.8
51172,RP11-613M10.9
51173,RP11-402N8.1
51174,AC129778.2
51175,CH17-80A12.1
51176,RP11-318K12.2
51177,CBWD7
51178,RP11-4L24.3
51179,RP11-157L3.12
51180,RP11-286O1.1
51181,RP11-475I24.3
51182,RP11-475I24.8
51183,RP11-459O16.8
51184,FP325317.1
51185,RP11-160N1.10
51186,RP11-374M1.5
51187,RP11-374M1.4
51188,RP11-449H15.2
51189,RP11-111F5.3
51190,RP11-111F5.4
51191,RP11-111F5.8
51192,RP11-262H14.3
51193,RP11-262H14.4
51194,RP11-381O7.3
51195,RP11-764K9.1
51196,RP11-15E1.5
51197,RP11-327I22.5
51198,PGM5-AS1.1
51199,RP11-88I18.2
51200,RP11-274B18.4
51201,RP11-203L2.4
51202,RP11-470P21.2
51203,TMEM2
51204,RP11-171A24.2
51205,C9orf41-AS1
51206,RP11-165H23.1
51207,RP11-375O18.2
51208,RP11-154D17.1
51209,RP11-383M4.6
51210,RP11-15B24.5
51211,RP11-439K3.1
51212,RP11-439K3.3
51213,RP11-522I20.3
51214,RP11-575L7.2
51215,RP11-575L7.4
51216,RP11-575L7.8
51217,RP11-158D2.2
51218,RP11-213G2.2
51219,ZCCHC6
51220,RP11-395D3.1
51221,RP11-276H19.2
51222,RP13-60M5.2
51223,C9orf47
51224,UNQ6494
51225,RP11-305L7.1
51226,RP11-305L7.6
51227,RP11-305L7.3
51228,RP11-305L7.7
51229,RP11-100G15.10
51230,RP11-165J3.6
51231,RP11-2B6.3
51232,RP11-2B6.2
51233,MIRLET7DHG
51234,RP11-307E17.8
51235,C9orf3
51236,RP11-54O15.3
51237,RP11-80I15.4
51238,RP11-435O5.2
51239,RP11-435O5.6
51240,RP11-435O5.5
51241,RP11-435O5.4
51242,RP11-180I4.2
51243,RP11-180I4.4
51244,RP11-569G13.2
51245,RP11-569G13.3
51246,RP11-240L7.4
51247,AAED1
51248,RP11-535M15.1
51249,RP11-498P14.3
51250,RP11-498P14.5
51251,RP11-244N9.6
51252,RP11-244N9.4
51253,RP11-92C4.3
51254,RP11-547C13.1
51255,RP11-554F20.1
51256,RP11-60I3.4
51257,MSANTD3-TMEFF1
51258,MURC
51259,RP11-317C20.9
51260,RP11-217B7.2
51261,RP11-235C23.5
51262,RP11-6F6.1
51263,RP11-308N19.1
51264,RP11-540H22.2
51265,RP11-308N19.3
51266,RP11-508N12.2
51267,RP11-505C13.1
51268,RP11-339N8.1
51269,IKBKAP
51270,FAM206A
51271,PALM2
51272,RP11-406O23.2
51273,AKAP2
51274,RP11-410K21.2
51275,RP11-202G18.1
51276,KIAA0368
51277,RP11-16L21.7
51278,DNAJC25-GNG10
51279,C9orf84
51280,RP11-276E15.4
51281,RP11-408O19.5
51282,RP11-168K11.2
51283,RP11-18B16.2
51284,RP11-9M16.2
51285,DFNB31
51286,C9orf91
51287,RP11-402G3.5
51288,RP11-402G3.3
51289,RP11-45A16.4
51290,RP11-67K19.3
51291,RP11-500B12.1
51292,RP11-281A20.2
51293,RP11-281A20.1
51294,PSMD5-AS1
51295,RP11-162D16.2
51296,RP11-542K23.7
51297,RP11-64P14.7
51298,RP11-230L22.4
51299,RP11-417B4.2
51300,RP11-121A14.2
51301,RP11-175D17.3
51302,RP11-65N13.8
51303,RP11-12A16.3
51304,RP11-343J18.2
51305,RP11-343J18.1
51306,RP11-123K19.1
51307,RP13-225O21.2
51308,FAM129B
51309,RP11-56D16.8
51310,RP11-228B15.4
51311,RP11-203J24.8
51312,RP11-379C10.1
51313,RP11-379C10.4
51314,RP11-339B21.13
51315,RP11-216B9.6
51316,RP11-216B9.9
51317,RP11-545E17.3
51318,C9orf114
51319,CCBL1
51320,RP11-101E3.5
51321,RP11-167N5.5
51322,FAM73B
51323,PPP2R4
51324,RP11-247A12.7
51325,RP11-247A12.8
51326,RP11-247A12.2
51327,RP11-344B5.2
51328,RP11-65J3.3
51329,RP11-492E3.51
51330,RP11-409K20.6
51331,RP11-138E2.1
51332,RP11-544A12.4
51333,RP11-544A12.8
51334,RP11-334J6.7
51335,RP11-334J6.6
51336,C9orf9
51337,LINC00094
51338,LL09NC01-251B2.3
51339,LL09NC01-139C3.1
51340,RP11-432J22.2
51341,C9orf69
51342,DKFZP434A062
51343,SDCCAG3
51344,RP11-251M1.1
51345,FAM69B
51346,RP11-216L13.17
51347,C9orf172
51348,C9orf142
51349,RP11-229P13.27
51350,RP11-229P13.15
51351,RP11-229P13.22
51352,MAN1B1-AS1
51353,RP11-188C12.3
51354,RP11-304M2.3
51355,RP11-304M2.5
51356,RP11-326C3.2
51357,ATHL1
51358,RP11-326C3.7
51359,RP11-326C3.11
51360,RP11-326C3.12
51361,RP11-326C3.15
51362,RP13-317D12.3
51363,RP11-496I9.1
51364,RP11-754B17.1
51365,AP006621.9
51366,PDDC1
51367,AP006621.5
51368,AP006621.8
51369,RP11-1391J7.1
51370,RP13-870H17.3
51371,AP006285.2
51372,RP11-295K3.1
51373,AC068580.6
51374,INS-IGF2
51375,CTC-343N3.1
51376,AC109309.4
51377,RP13-726E6.1
51378,RP13-726E6.2
51379,RP11-23F23.2
51380,AC015691.13
51381,TRIM6-TRIM34
51382,RP11-290F24.6
51383,PRKCDBP
51384,RP11-304C12.5
51385,TIMM10B.1
51386,CTD-2516F10.2
51387,RP11-35J10.5
51388,RP11-35J10.4
51389,RP11-379P15.1
51390,RP11-152H18.4
51391,RP11-152H18.3
51392,RP11-318C2.1
51393,RP11-467K18.2
51394,CTD-2371O3.2
51395,CTD-2371O3.3
51396,RP11-1H15.2
51397,RP11-748C4.1
51398,RP11-685M7.5
51399,RP11-685M7.3
51400,CTD-2003C8.2
51401,RP11-179A10.1
51402,RP11-483L5.1
51403,RP13-631K18.2
51404,MICALCL
51405,RP11-47J17.3
51406,RP11-47J17.2
51407,CTC-497E21.3
51408,CTC-497E21.5
51409,RP11-21L19.1
51410,RP11-140L24.4
51411,RP11-531H8.1
51412,RP11-531H8.2
51413,RP11-396O20.1
51414,RP11-396O20.2
51415,CTD-3096P4.1
51416,RP1-239B22.5
51417,RP11-113D6.6
51418,SAA2-SAA4
51419,SPTY2D1-AS1
51420,RP11-1081L13.4
51421,RP11-428C19.4
51422,RP11-359E10.1
51423,CTD-2019O4.1
51424,CTD-2140G10.2
51425,CTD-2140G10.4
51426,RP11-17A1.3
51427,RP11-266A24.1
51428,RP11-405K6.1
51429,CTD-2507G9.1
51430,RP11-159H22.2
51431,RP11-115J23.1
51432,RP11-466I1.1
51433,RP11-460B17.3
51434,RP11-460B17.2
51435,CTD-3012A18.1
51436,RP5-1027O15.1
51437,CTD-3138F19.1
51438,RP11-624D11.2
51439,RP4-710M3.2
51440,RP5-1024C24.1
51441,Z83001.1
51442,RP1-17K7.2
51443,RP1-65P5.3
51444,RP1-65P5.5
51445,AC131263.1
51446,CSTF3-AS1
51447,RP4-541C22.5
51448,RP4-607I7.1
51449,RP1-68D18.4
51450,RP11-277K23.1
51451,RP11-63C8.1
51452,RP11-124G5.3
51453,RP11-148I19.1
51454,CTD-2572N17.1
51455,RP11-484D2.2
51456,RP11-484D2.5
51457,RP11-613D13.5
51458,RP11-613D13.8
51459,RP11-45A12.2
51460,CTD-2560E9.3
51461,RP11-430H10.1
51462,RP11-430H10.4
51463,CTD-2210P24.6
51464,RP11-702F3.1
51465,RP11-702F3.3
51466,RP11-390K5.3
51467,RP11-17G12.2
51468,RP11-17G12.3
51469,RP11-750H9.5
51470,AP000479.1
51471,RP11-872D17.8
51472,TMX2-CTNND1
51473,C11orf31
51474,RP11-655C2.3
51475,ZFP91-CNTF
51476,CMB9-55A18.1
51477,RP11-142C4.6
51478,AP001258.4
51479,AP000442.4
51480,AP000640.10
51481,GIF
51482,AP001257.1
51483,RP11-804A23.4
51484,RP11-881M11.2
51485,RP11-881M11.4
51486,RP11-881M11.8
51487,RP11-286N22.8
51488,RP11-286N22.10
51489,RP11-794G24.1
51490,RP11-855O10.2
51491,DKFZP434K028
51492,RP11-810P12.5
51493,RP11-703H8.9
51494,RP11-703H8.7
51495,CTD-2531D15.4
51496,RP11-864I4.3
51497,RP11-864I4.4
51498,RP11-864I4.1
51499,RP11-831H9.11
51500,METTL12
51501,HNRNPUL2-BSCL2
51502,RP11-727F15.11
51503,RP11-727F15.12
51504,RP11-727F15.9
51505,AP000438.2
51506,HRASLS5
51507,RARRES3
51508,HRASLS2
51509,PLA2G16
51510,RP11-697H9.2
51511,C11orf84
51512,AP000721.4
51513,RP11-21A7A.2
51514,RP11-21A7A.4
51515,RP11-21A7A.3
51516,RP11-783K16.14
51517,RP11-783K16.5
51518,RP11-783K16.13
51519,TEX40
51520,AP003774.6
51521,AP003774.4
51522,AP001092.4
51523,AP001462.6
51524,C11orf85
51525,AP003068.9
51526,AP003068.23
51527,RP11-867O8.5
51528,CMB9-22P13.1
51529,AP000769.1
51530,SSSCA1
51531,PCNXL3
51532,RP11-770G2.2
51533,RP11-755F10.1
51534,RP11-755F10.3
51535,RP11-867G23.3
51536,RP11-867G23.4
51537,RP11-867G23.8
51538,CTD-3074O7.5
51539,CTD-3074O7.11
51540,RP11-658F2.8
51541,ADRBK1
51542,AP003419.11
51543,CTC-1337H24.4
51544,RP11-655M14.13
51545,RP11-119D9.1
51546,RP5-903G2.2
51547,RP5-901A4.1
51548,RP11-802E16.3
51549,CTD-2655K5.1
51550,CTD-2007L18.5
51551,MTL5
51552,RP11-554A11.7
51553,RP11-554A11.8
51554,RP11-554A11.9
51555,ORAOV1
51556,RP11-626H12.1
51557,RP11-626H12.2
51558,RP11-626H12.3
51559,AP000487.6
51560,AP000487.4
51561,AP000487.5
51562,RP11-660L16.2
51563,RP11-167J8.3
51564,RP11-849H4.2
51565,CTD-2313N18.7
51566,RP11-849H4.4
51567,RP11-807H22.7
51568,AP000593.7
51569,RP11-45F15.2
51570,RP11-7N14.1
51571,RP11-800A3.3
51572,RP11-800A3.7
51573,RP11-809N8.4
51574,RP11-456I15.2
51575,RP11-167N4.2
51576,RP11-702H23.4
51577,CTD-2562J17.2
51578,CTD-2562J17.4
51579,CTD-2530H12.4
51580,RP11-535A19.2
51581,PRKRIR
51582,RP11-111M22.2
51583,RP11-111M22.4
51584,RP11-111M22.5
51585,RP11-111M22.3
51586,RP11-21L23.3
51587,CTD-2547H18.1
51588,RP11-91P24.7
51589,RP11-91P24.6
51590,NDUFC2-KCTD14
51591,RP11-7I15.4
51592,RP11-452H21.1
51593,RP11-452H21.4
51594,RP11-843A23.1
51595,RP11-802F5.1
51596,RP11-258O13.1
51597,CTD-2555I5.1
51598,RP11-686G23.2
51599,RP11-876F14.1
51600,RAB30-AS1
51601,RP11-113K21.4
51602,RP11-727A23.7
51603,RP11-727A23.10
51604,RP11-160H12.2
51605,CTD-2537O9.1
51606,AP000857.3
51607,RP11-90K17.2
51608,C11orf73
