Dataset,Cell_or_nuclei,donor_ID,SpinalRegion,Level,Atlas_annotation,Sex,Age,Platform,cell_id
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24205
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24206
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24207
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24208
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24209
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24210
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24211
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24212
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.CHRNA7/SLC18A3,F,17,10x FLEX,24213
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.NSG2,F,17,10x FLEX,24214
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24215
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24216
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24217
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24218
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.NTRK3/S100A16,F,17,10x FLEX,24219
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24220
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24221
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24222
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24223
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24224
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24225
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24226
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-Propr.HAPLN4,F,17,10x FLEX,24227
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/MRGPRX4,F,17,10x FLEX,24228
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24229
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24230
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24231
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24232
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24233
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24234
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24235
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.SCGN/ADRA2C,F,17,10x FLEX,24236
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.NSG2,F,17,10x FLEX,24237
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24238
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24239
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24240
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24241
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24242
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24243
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24244
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24245
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.CCKAR,F,17,10x FLEX,24246
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24247
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24248
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24249
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24250
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-Thermo.TRPM8,F,17,10x FLEX,24251
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/MRGPRX4,F,17,10x FLEX,24252
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/MRGPRX4,F,17,10x FLEX,24253
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.CCKAR,F,17,10x FLEX,24254
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24255
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24256
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24257
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24258
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24259
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24260
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24261
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24262
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24263
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24264
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.SCGN/ADRA2C,F,17,10x FLEX,24265
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24266
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24267
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24268
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24269
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.SCGN/ADRA2C,F,17,10x FLEX,24270
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24271
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24272
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24273
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24274
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.SCGN/ADRA2C,F,17,10x FLEX,24275
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24276
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24277
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.LGI2,F,17,10x FLEX,24278
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,ATF3,F,17,10x FLEX,24279
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24280
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24281
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24282
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.NTRK3/S100A16,F,17,10x FLEX,24283
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24284
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-Thermo.TRPM8,F,17,10x FLEX,24285
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.CCKAR,F,17,10x FLEX,24286
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24287
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24288
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.SCGN/ADRA2C,F,17,10x FLEX,24289
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24290
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24291
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24292
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24293
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24294
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-Propr.PCDH8,F,17,10x FLEX,24295
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24296
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24297
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24298
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.CHRNA7/SLC18A3,F,17,10x FLEX,24299
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24300
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.NSG2,F,17,10x FLEX,24301
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-Propr.HAPLN4,F,17,10x FLEX,24302
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24303
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24304
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24305
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/MRGPRX4,F,17,10x FLEX,24306
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24307
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24308
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.NSG2,F,17,10x FLEX,24309
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-Propr.HAPLN4,F,17,10x FLEX,24310
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24311
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24312
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24313
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24314
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24315
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.NSG2,F,17,10x FLEX,24316
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.ETV1,F,17,10x FLEX,24317
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24318
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24319
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.LGI2,F,17,10x FLEX,24320
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24321
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24322
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/MRGPRX4,F,17,10x FLEX,24323
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24324
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24325
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24326
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.CHRNA7/SLC18A3,F,17,10x FLEX,24327
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.NSG2,F,17,10x FLEX,24328
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24329
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24330
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-Thermo.TRPM8,F,17,10x FLEX,24331
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24332
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.CCKAR,F,17,10x FLEX,24333
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24334
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.NSG2,F,17,10x FLEX,24335
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24336
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24337
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24338
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-LTMR.CDH9,F,17,10x FLEX,24339
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24340
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24341
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24342
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24343
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24344
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24345
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24346
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24347
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.ADORA2B,F,17,10x FLEX,24348
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.CHRNA7/SLC18A3,F,17,10x FLEX,24349
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24350
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24351
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24352
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24353
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24354
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24355
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24356
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24357
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24358
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24359
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-Propr.HAPLN4,F,17,10x FLEX,24360
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24361
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24362
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24363
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-Thermo.RXFP1,F,17,10x FLEX,24364
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24365
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.SCGN/ADRA2C,F,17,10x FLEX,24366
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-Propr.PCDH8,F,17,10x FLEX,24367
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24368
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24369
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24370
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24371
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-Propr.HAPLN4,F,17,10x FLEX,24372
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.SCGN/ADRA2C,F,17,10x FLEX,24373
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24374
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.LGI2,F,17,10x FLEX,24375
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24376
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24377
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.SCGN/ADRA2C,F,17,10x FLEX,24378
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24379
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.SCGN/ADRA2C,F,17,10x FLEX,24380
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.CCKAR,F,17,10x FLEX,24381
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24382
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24383
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24384
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24385
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-Thermo.RXFP1,F,17,10x FLEX,24386
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24387
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24388
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24389
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24390
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24391
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24392
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24393
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24394
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24395
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24396
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.CCKAR,F,17,10x FLEX,24397
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24398
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24399
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24400
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24401
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.CCKAR,F,17,10x FLEX,24402
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24403
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24404
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24405
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24406
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24407
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24408
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24409
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-LTMR.CDH9,F,17,10x FLEX,24410
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-Thermo.RXFP1,F,17,10x FLEX,24411
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24412
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24413
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-Thermo.TRPM8,F,17,10x FLEX,24414
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24415
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/MRGPRX4,F,17,10x FLEX,24416
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24417
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24418
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-Propr.HAPLN4,F,17,10x FLEX,24419
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24420
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24421
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24422
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24423
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24424
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24425
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.SCGN/ADRA2C,F,17,10x FLEX,24426
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24427
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24428
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24429
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.NSG2,F,17,10x FLEX,24430
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-Propr.EPHA3,F,17,10x FLEX,24431
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24432
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.NSG2,F,17,10x FLEX,24433
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24434
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.ETV1,F,17,10x FLEX,24435
