Dataset,Cell_or_nuclei,donor_ID,SpinalRegion,Level,Atlas_annotation,Sex,Age,Platform,cell_id
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,23974
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,23975
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,23976
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,23977
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,23978
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-LTMR.TAC3,F,17,10x FLEX,23979
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.CCKAR,F,17,10x FLEX,23980
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,23981
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.SCGN/ADRA2C,F,17,10x FLEX,23982
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,23983
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,23984
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,23985
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,23986
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,23987
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,23988
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,23989
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,23990
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,23991
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,23992
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,23993
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/MRGPRX4,F,17,10x FLEX,23994
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,23995
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,23996
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.CHRNA7/SLC18A3,F,17,10x FLEX,23997
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.SCGN/ADRA2C,F,17,10x FLEX,23998
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,23999
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24000
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.SCGN/ADRA2C,F,17,10x FLEX,24001
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24002
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24003
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24004
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24005
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-Thermo.RXFP1,F,17,10x FLEX,24006
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24007
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24008
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24009
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24010
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24011
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.CCKAR,F,17,10x FLEX,24012
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24013
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.CHRNA7/SLC18A3,F,17,10x FLEX,24014
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24015
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24016
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24017
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24018
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24019
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24020
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-LTMR.TAC3,F,17,10x FLEX,24021
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24022
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24023
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24024
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24025
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24026
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24027
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24028
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-Thermo.TRPM8,F,17,10x FLEX,24029
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24030
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-Thermo.RXFP1,F,17,10x FLEX,24031
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24032
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24033
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24034
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.SCGN/ADRA2C,F,17,10x FLEX,24035
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24036
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24037
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/MRGPRX4,F,17,10x FLEX,24038
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24039
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24040
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.NTRK3/S100A16,F,17,10x FLEX,24041
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24042
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24043
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24044
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24045
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24046
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24047
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24048
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24049
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-LTMR.CDH9,F,17,10x FLEX,24050
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-Thermo.RXFP1,F,17,10x FLEX,24051
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-LTMR.TAC3,F,17,10x FLEX,24052
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-LTMR.TAC3,F,17,10x FLEX,24053
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24054
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24055
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24056
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.CCKAR,F,17,10x FLEX,24057
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24058
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-Thermo.TRPM8,F,17,10x FLEX,24059
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.SCGN/ADRA2C,F,17,10x FLEX,24060
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24061
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24062
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24063
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24064
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24065
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24066
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-LTMR.TAC3,F,17,10x FLEX,24067
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-LTMR.TAC3,F,17,10x FLEX,24068
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24069
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24070
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24071
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24072
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24073
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.SCGN/ADRA2C,F,17,10x FLEX,24074
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24075
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24076
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24077
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.NTRK3/S100A16,F,17,10x FLEX,24078
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24079
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24080
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24081
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-LTMR.CDH9,F,17,10x FLEX,24082
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24083
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24084
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24085
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24086
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24087
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-Thermo.TRPM8,F,17,10x FLEX,24088
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24089
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24090
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24091
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24092
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24093
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24094
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24095
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24096
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24097
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.CHRNA7/SLC18A3,F,17,10x FLEX,24098
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24099
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24100
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24101
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24102
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-Thermo.RXFP1,F,17,10x FLEX,24103
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24104
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24105
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24106
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.CCKAR,F,17,10x FLEX,24107
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.NTRK3/S100A16,F,17,10x FLEX,24108
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24109
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-LTMR.TAC3,F,17,10x FLEX,24110
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-Thermo.TRPM8,F,17,10x FLEX,24111
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.CHRNA7/SLC18A3,F,17,10x FLEX,24112
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.NTRK3/S100A16,F,17,10x FLEX,24113
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-Thermo.RXFP1,F,17,10x FLEX,24114
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24115
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-Thermo.RXFP1,F,17,10x FLEX,24116
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24117
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24118
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24119
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24120
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24121
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/MRGPRX4,F,17,10x FLEX,24122
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24123
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.NSG2,F,17,10x FLEX,24124
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24125
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.CHRNA7/SLC18A3,F,17,10x FLEX,24126
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24127
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24128
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.SCGN/ADRA2C,F,17,10x FLEX,24129
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24130
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/MRGPRX4,F,17,10x FLEX,24131
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24132
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24133
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24134
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24135
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24136
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-LTMR.CDH9,F,17,10x FLEX,24137
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24138
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24139
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/MRGPRX4,F,17,10x FLEX,24140
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24141
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24142
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24143
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24144
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24145
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24146
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24147
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24148
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24149
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24150
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24151
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24152
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24153
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24154
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24155
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24156
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24157
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24158
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24159
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24160
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.LGI2,F,17,10x FLEX,24161
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/MRGPRX4,F,17,10x FLEX,24162
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-LTMR.TAC3,F,17,10x FLEX,24163
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24164
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,Ab-LTMR.LGI2,F,17,10x FLEX,24165
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-LTMR.CDH9,F,17,10x FLEX,24166
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24167
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24168
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24169
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24170
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24171
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.SCGN/ADRA2C,F,17,10x FLEX,24172
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.KIT,F,17,10x FLEX,24173
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24174
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24175
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24176
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.SCGN/ADRA2C,F,17,10x FLEX,24177
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24178
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24179
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24180
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24181
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24182
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24183
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/MRGPRX4,F,17,10x FLEX,24184
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24185
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24186
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24187
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-LTMR.TAC3,F,17,10x FLEX,24188
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CACNG5,F,17,10x FLEX,24189
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/MRGPRX4,F,17,10x FLEX,24190
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,A-PEP.CHRNA7/SLC18A3,F,17,10x FLEX,24191
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24192
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24193
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24194
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24195
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24196
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-Thermo.RXFP1,F,17,10x FLEX,24197
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24198
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24199
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24200
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.SST,F,17,10x FLEX,24201
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-PEP.TAC1/CHRNA3,F,17,10x FLEX,24202
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/GFRA2,F,17,10x FLEX,24203
U19_UTD,Nuclei,UTD-DN0150,Lumbar,L1,C-NP.MRGPRX1/MRGPRX4,F,17,10x FLEX,24204
